% Country: Germany
% Region: Germany
% Population: NaN
% Max Latitude: 55.0653
% Max Longitude: 15.0221
% Min Latitude: 47.2711
% Min Longitude: 5.8525
% Year, Month, Day, UTC Hour, PM2.5, PM10_mask, Retrospective
2020	7	18	20	7.01	0.91	0
2020	7	18	21	7.64	0.91	0
2020	7	18	22	7.99	0.91	0
2020	7	18	23	9.25	0.89	0
2020	7	19	0	10.13	0.88	0
2020	7	19	1	10.87	0.88	0
2020	7	19	2	10.77	0.87	0
2020	7	19	3	10.52	0.87	0
2020	7	19	4	10.77	0.87	0
2020	7	19	5	10.17	0.89	0
2020	7	19	6	10.20	0.91	0
2020	7	19	7	9.56	0.91	0
2020	7	19	8	8.76	0.91	0
2020	7	19	9	8.36	0.91	0
2020	7	19	10	8.00	0.91	0
2020	7	19	11	7.77	0.91	0
2020	7	19	12	7.55	0.91	0
2020	7	19	13	7.85	0.91	0
2020	7	19	14	8.06	0.91	0
2020	7	19	15	8.57	0.91	0
2020	7	19	16	8.91	0.91	0
2020	7	19	17	8.85	0.91	0
2020	7	19	18	9.30	0.91	0
2020	7	19	19	9.33	0.91	0
2020	7	19	20	9.48	0.91	0
2020	7	19	21	9.48	0.91	0
2020	7	19	22	9.43	0.91	0
2020	7	19	23	9.82	0.89	0
2020	7	20	0	9.90	0.88	0
2020	7	20	1	9.54	0.88	0
2020	7	20	2	9.78	0.88	0
2020	7	20	3	9.49	0.87	0
2020	7	20	4	9.43	0.87	0
2020	7	20	5	9.84	0.91	0
2020	7	20	6	10.71	0.91	0
2020	7	20	7	10.72	0.91	0
2020	7	20	8	10.28	0.91	0
2020	7	20	9	10.31	0.91	0
2020	7	20	10	9.43	0.91	0
2020	7	20	13	8.30	0.91	0
2020	7	20	14	7.92	0.91	0
2020	7	20	15	7.85	0.91	0
2020	7	20	16	7.40	0.91	0
2020	7	20	17	7.27	0.91	0
2020	7	20	18	7.81	0.91	0
2020	7	20	19	7.81	0.91	0
2020	7	20	20	7.41	0.91	0
2020	7	20	21	7.49	0.91	0
2020	7	20	22	7.53	0.91	0
2020	7	20	23	7.00	0.89	0
2020	7	21	1	6.78	0.89	0
2020	7	21	2	7.13	0.88	0
2020	7	21	3	7.22	0.87	0
2020	7	21	4	6.36	0.87	0
2020	7	21	5	7.37	0.91	0
2020	7	21	6	7.60	0.91	0
2020	7	21	7	7.44	0.91	0
2020	7	21	8	7.19	0.91	0
2020	7	21	9	6.77	0.91	0
2020	7	21	10	6.61	0.91	0
2020	7	21	11	6.77	0.90	0
2020	7	21	12	6.81	0.90	0
2020	7	21	13	6.84	0.91	0
2020	7	21	14	6.73	0.91	0
2020	7	21	15	6.63	0.91	0
2020	7	21	16	5.91	0.90	0
2020	7	21	17	5.91	0.90	0
2020	7	21	18	5.72	0.90	0
2020	7	21	19	5.40	0.89	0
2020	7	21	20	5.49	0.90	0
2020	7	21	21	5.50	0.90	0
2020	7	21	22	5.48	0.90	0
2020	7	21	23	5.27	0.87	0
2020	7	22	0	6.07	0.88	0
2020	7	22	1	6.38	0.88	0
2020	7	22	2	6.16	0.86	0
2020	7	22	3	6.40	0.85	0
2020	7	22	4	5.32	0.86	0
2020	7	22	5	5.53	0.89	0
2020	7	22	6	5.38	0.89	0
2020	7	22	7	4.86	0.89	0
2020	7	22	8	4.61	0.89	0
2020	7	22	9	4.09	0.89	0
2020	7	22	10	4.35	0.89	0
2020	7	22	11	4.70	0.89	0
2020	7	22	12	4.49	0.89	0
2020	7	22	13	4.25	0.90	0
2020	7	22	14	4.69	0.90	0
2020	7	22	15	4.68	0.89	0
2020	7	22	16	4.79	0.90	0
